TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
util.Vector,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,2,53,1109,50594,1639015750500,0.6798029556650246,11111111111111111111111100000000000000001111111111110011001111111111111110111101110111101001111111111111111110001001111100000111111111100111111000000011110000011110011101101011111110011111111111100000000,0.568,01111111111011111111011111101111001101010010000101111001000111000001000110111111101000011111011101111110000001100000101000000,1.0,11111111111111111111111111,14,3,7,2,0.5684647302904564,0000011111111111111100111111111111111111111111111111100100000000001111111101011111110011111111111110100000001111111111111101000011111111101000011111111110010000000000000000000000000000001100011111111111111011100001111111110100000000111111111111111111111100000000000000001111111000000000111111111111111111111111110001111101111101111111111111111111111111111111111111111111001000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111101111111111110011111111001111111111111111111111111111111111111111111111110000001111111111111111110111111111111111111111111011000111111111101111111111111111111111111111111110001111111111111111111111111000000000000000011111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111101011111110011100000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111110000000000000000000000000000000000,0.31343283582089554,0100000111000111010100000100000011010000000101010001000000100110010,0.8913043478260869,1111111011110101111111111111111111110111101111,0.8695652173913043,1111111011110101111111111111101111110111101111,0.496,11111111111011111111010111110111001010110100000001010000000100000000000111011111110000011101010011111110000001100001010000000
