TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
orig.DisjSets,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,64,0.3,2,14,236,137330,1639008817129,0.94,11111111111111111011111111111100111111111111111111,0.7941176470588235,1111110100001111011111101111111111,1.0,1111,0,0,4,2,0.9152046783625731,111111111111111011111110010000000000000111111111011111111110111111111111111111101111111111111111111111111111111111110100111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111101011111111111111111111111111111111101111111111111111101111111111111111111111111111011111111111111111111111111111111101,0.7,0110101111,1.0,1111111,1.0,1111111,0.7647058823529411,1111110100001111101111011011111111
