TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
intelement.Sort,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,2,29,357,51327,1639016220093,0.9473684210526315,11111111111111111110000111110111111111111111111111111111111111111111111111111111111111111111111,0.8857142857142857,1111111111111111111100001111111111111111111111111101100111111011111111,1.0,11111111,0,0,8,2,0.9311740890688259,111111111111111110111111111111111111111111111111111111111111110111111111111111111110111111111111111111111111111111111111111111111111111111111111000000000000000000000000000011111111111111111111111111011111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111100111111111111010000000111111100111111111111111111111111111111111111111111011111111111111111111111111111111010111111101111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111,1.0,,1.0,11111111,1.0,11111111,0.6714285714285714,1111111111111111111100001111111111110011111111111101010100000000000000
